text,salim
สมบุญ พ่วงมี นีโอแฮร์ ผลิตภัณฑ์ดูแลรักษาเส้นผม ขายดีอันดับ 1 ช่วยฟื้นฟู บำรุงรากผม และสร้างเซลล์ผมใหม่ ป้องกันปัญหาเรื่องหนังศรีษะ หัวล้าน หัวเถิก ผมร่วง ผมบาง รังแคได้อย่างถาวร,1
Kachatib Na Songkhla มันช่างโง่เขลาเกินที่จะเทียบกับอะไร เกรงใจควาย,1
"จะเเน่วเเน่เเก้ไขในสิ่งผิด
จะรักชาติจนชีวิตเป็นผุยผง
จะยอมตายหมายให้เกียรติดำรง
จะปิดทองหลังองค์พระปฏิมา
..... จัดหนัดจัดเต็มนะครับคุณหมอ อย่าให้พวกขายชาติมีที่ยืนในสังคม
(***หมายเหตุ.. กรณีติ่ง ร่าน เรื้อน เข้ามาเม้นท์ reply ขอบล๊อคทันที ไม่เสียเวลา )",1
Coffee Garfair ผมก็ชัง ไอ้พวกที่ชี้หน้าคนอื่รว่า...เผด็จการ,0
ชอบเพลงอ่ะครับ ฟังแล้วมันเหมือนมีพลังขึ้นมาทันทีเลย,1
"เขาไม่ได้ชังชาติ เขาชังคนแบบคุณนี่แหละ, ตรรกะ เหตุผล ความคิด วิเคราะห์ ไม่มีเลย... มีแต่คำว่าเกิดก่อน แก่กว่า ออกมาดูโลกกว้างบ้างนะคะ ให้เกินรัศมีบ้านออกมาบ้าง... ขอบคุณค่ะ",0
"อย่า​มาเป็น​ รัฐมนตรี
เสียดาย​ภาษี​ประชาชน
อาชีพ​อะไร​ก็​ไม่​เหมาะ​สม
กับ​ท่าน​ เป็นสัมพเวสี​คง
จะ​เข้า​ท่า​",0
สมชื่อจริงๆครับท่านหม่อนเต่า,0
อภิวิชญ์ ทองธนากุล ตามค่ะ เห็นบอกต้องอนุมัติก่อนมกราคม63 ตอนนี้กุมภาพันธ์ล่ะยังไม่มีอะไรเกิดขึ้นเลย,1
อันนี้จริง,0
รูปไอ่สัดนรกนี่อะหรอ บ้านผ​มมีนะ เอาไว้เชดตีน,0
ขี้แพ้ชวนตี ไม่ใช่เลือดนักสู้ มันคือนักเลงชัดๆ. หดหู่จิงๆ.,1
มันแค่เริ่มต้น ยังไงยุบครั้งนี้ ครั้งหน้าอาจจะยิ่งใหญ่กว่าที่คิด,0
ไอ้สลิ่มทั้งหลายมึงมาดู !! รอบนี้มึงตัดต่อไปใส่งานมึงไม่ได้แน่,0
น่ารังเกลียดจริงๆไม่เคยพบเจอยุคไหนที่ระยำบัติซบเท่ากับยุคนี้มาก่อน ผมรังเกลียดพวกคุณจริงๆ,1
Wasin Luangruangwet 👏🏻,0
เจน ญาณปรีดส์ อยุ่ทั้งวันเลย🤣🤣🤣,1
ถ้ายังไม่ติดคุก ก็จะสร้างความขัดแย้ง ความแตกแยกไม่สิ้นสุดแน่นอน,1
อีกเหตุผลหนึ่ง เขาไม่รู้ระเบียบราชการอะไรเลย และเขาไม่พยายามเรียนรู้ด้วย เป็นไปไม่ได้ ที่ผมจะเอารถยนต์ไปซ่อมกับคนที่ไม่รู้เรื่องเครื่องยนต์เลย,1
ผมก็จะรอครับ,0
Pichi Watercat เลือกตั้งครั้งหน้ก็มี สว.250คน อยู่ดี ยังไงก้แพ้ทหาร,0
